sample_id,score,risk_level,risk_probability
0,1.9253324652408503,低,9.507590516563822e-05
1,3.4866334047748033,低,0.00019830464581354615
2,46.388064064117074,中,0.9999915150019371
3,96.03750875242893,高,0.9999999999999993
4,44.13043816826761,低,0.9999754325581405
5,1.3331352581637457,低,7.19396203394847e-05
6,48.14817587507092,中,0.9999962958630021
7,0.32268666056152817,低,4.4702262271739516e-05
8,49.06407751811149,中,0.9999975935697827
9,50.94363174966052,高,0.9999990069308172
10,47.714590196265824,中,0.9999954568106298
11,1.9253324652408503,低,9.507590516563822e-05
12,45.69699894780154,低,0.9999882514968628
13,97.57698772681229,高,0.9999999999999998
14,97.48587128446496,高,0.9999999999999998
15,47.23389067036356,中,0.9999943026890463
16,50.275239180817344,中,0.9999986395746736
17,48.932342706931266,中,0.9999974395590496
18,47.501569324002524,中,0.999994977426575
19,45.4017426190777,低,0.9999864990071436
20,96.11180367233173,高,0.9999999999999993
21,50.10610838558411,中,0.999998526791536
22,3.3224099406819687,低,0.00018354956859454834
23,99.25184724583549,高,0.9999999999999998
24,95.48083589805083,高,0.9999999999999993
25,2.4758598165457677,低,0.00012321074199606524
26,50.973590262776945,高,0.9999990208424252
27,45.29925492888396,低,0.9999858314455707
28,47.055814315733414,中,0.9999938043233874
29,94.42675101309781,高,0.9999999999999987
30,97.14062521944203,高,0.9999999999999996
31,45.9204903358939,低,0.9999894251060429
32,41.54436660375937,低,0.9999169726219859
33,46.05442851236038,低,0.999990071488924
34,44.49485241595286,低,0.9999793064998838
35,97.08574100371693,高,0.9999999999999996
36,97.4579927377532,高,0.9999999999999998
37,47.44599768910609,中,0.9999948442554536
38,3.4060877257306785,低,0.00019092526778149977
39,45.685386413731024,低,0.9999881870754466
40,95.9205835632864,高,0.9999999999999993
41,46.72932465438128,中,0.9999927746337434
42,49.84874549027134,中,0.9999983369767068
43,1.9245231086423875,低,9.503967884704673e-05
44,47.41397148756371,中,0.9999947659104289
45,52.010486996723365,高,0.9999993991123473
46,47.27861437561176,中,0.999994421423801
47,2.380198500658038,低,0.00011778416052723949
48,44.1306503577955,低,0.9999754350127893
49,45.8827139871084,低,0.9999892353053478
50,50.68377818354772,高,0.9999988776636366
51,49.612454338454526,中,0.9999981412413668
52,96.71424147904108,高,0.9999999999999996
53,45.99424353002179,低,0.9999897860754031
54,94.86410485621965,高,0.9999999999999989
55,46.14909357927973,中,0.9999905043648357
56,50.71697291509397,高,0.9999988950712649
57,47.90064369767786,中,0.9999958379189249
58,1.9253324652408503,低,9.507590516563822e-05
59,44.77854845971347,低,0.9999818942974334
60,48.6923912769506,中,0.9999971332622887
61,46.47219649322792,中,0.9999918445925113
62,93.87704634456432,高,0.9999999999999984
63,92.49662635203786,高,0.9999999999999969
64,46.38593190176446,中,0.999991506478314
65,48.106476914290795,中,0.9999962224083224
66,49.649179905539,中,0.9999981731111087
67,0.9475243299468001,低,5.999439177428133e-05
68,49.16416912291699,中,0.9999977043629404
69,51.166491690589616,高,0.9999991058679515
70,50.99075761739761,高,0.9999990287262889
71,2.1425711983072784,低,0.00010531598501581763
72,49.28468944861731,中,0.9999978310215463
73,48.56077072960754,中,0.9999969499562398
74,47.442905901371375,中,0.9999948367435003
75,52.360105883891066,高,0.9999994903271421
76,47.98305851183004,中,0.9999959963541408
77,51.1346056275139,高,0.9999990923408525
78,46.40350394675992,中,0.9999915764703594
79,48.87583373465567,中,0.9999973705096146
80,49.57381969089082,中,0.9999981071147187
81,51.480259854158355,高,0.9999992286848499
82,49.612454338454526,中,0.9999981412413668
83,94.64435661213304,高,0.9999999999999989
84,95.0711909215704,高,0.9999999999999991
85,93.4331585014901,高,0.999999999999998
86,95.07507172602703,高,0.9999999999999991
87,48.21701185038381,中,0.9999964140089633
88,48.932342706931266,中,0.9999974395590496
89,50.196433798503634,中,0.9999985881405742
90,48.78810740963121,中,0.9999972596075357
91,96.45742087824398,高,0.9999999999999996
92,1.5108773562467515,低,7.821968960907573e-05
93,95.43870914593369,高,0.9999999999999991
94,46.94086047560847,中,0.9999934596918004
95,0.5239356272247598,低,4.91457221290915e-05
96,92.78137959511551,高,0.9999999999999973
97,46.62278483867188,中,0.9999924028877176
98,47.27196859043385,中,0.9999944039380273
99,1.9359511772466405,低,9.555247325341897e-05
100,50.07341029631554,中,0.9999985039317754
101,46.33857907034195,中,0.999991314956174
102,95.64530376475128,高,0.9999999999999993
103,47.08168875464611,中,0.9999938793562873
104,46.97019447743095,中,0.9999935494157612
105,48.351714996149845,中,0.9999966344141611
106,49.7476869464245,中,0.9999982559210416
107,48.19811954841049,中,0.9999963819637132
108,2.347620814994479,低,0.00011599121304053234
109,50.17754149653031,中,0.9999985755238422
110,1.9253324652408503,低,9.507590516563822e-05
111,1.7618140598782674,低,8.803022118240961e-05
112,2.1738417555682585,低,0.00010687813563379974
113,48.613624297708654,中,0.9999970249324565
114,-0.1802129853089788,低,3.5276361518176925e-05
115,46.531617042015895,中,0.9999920696299374
116,97.19556331416634,高,0.9999999999999996
117,49.96654281835263,中,0.9999984267156709
118,48.57824688248741,中,0.9999969749540876
119,2.047978697125065,低,0.00010072814470773213
120,49.00866190612868,中,0.9999975299457581
121,51.49915215613167,高,0.999999235516472
122,48.679468532135374,中,0.9999971157637636
123,2.6926136930747937,低,0.00013644949600451287
124,94.37694882060764,高,0.9999999999999987
125,46.75380254946474,中,0.9999928574409367
126,97.05744045701705,高,0.9999999999999996
127,2.19993409439108,低,0.00010819932051496445
128,51.22908007042661,高,0.9999991318365483
129,50.96627292393288,高,0.9999990174626202
130,44.78634635958946,低,0.999981960660419
131,48.01598372712861,中,0.999996057950912
132,47.282113479713836,中,0.9999944306083517
133,44.31472725464488,低,0.9999774746679656
134,0.9164683138383307,低,5.912343468126534e-05
135,47.92273708786415,中,0.9999958809965475
136,47.16687876446909,中,0.9999941200356969
137,49.29819328617622,中,0.999997844770487
138,47.722376059216245,中,0.9999954734373877
139,94.50226812978,高,0.9999999999999987
140,50.23477074471367,中,0.9999986134004908
141,51.10682376321253,高,0.9999990803881634
142,46.535750521172915,中,0.9999920850512386
143,2.0256502983726192,低,9.967467572677353e-05
144,44.591192626587606,低,0.9999802243179841
145,47.30100578168717,中,0.999994479936824
146,95.9651310465904,高,0.9999999999999993
147,1.5928765785637196,低,8.129890685182622e-05
148,45.07016656250918,低,0.9999842174735483
149,43.854112391941364,低,0.9999720185104088
150,1.9245231086423875,低,9.503967884704673e-05
151,2.4758598165457677,低,0.00012321074199606524
152,2.19993409439108,低,0.00010819932051496445
153,49.37700110904365,中,0.999997923287921
154,48.00604691424088,中,0.9999960394615561
155,50.755675783473606,高,0.9999989150267913
156,95.47808790923011,高,0.9999999999999993
157,-0.8204769485761355,低,2.6094266388055343e-05
158,46.61556342404237,中,0.9999923770089243
159,50.86951118248268,高,0.999998971656629
160,48.91345040495795,中,0.9999974166783301
161,46.30523428734895,中,0.9999911775051029
162,51.5872017081785,高,0.9999992665663765
163,97.0659595389378,高,0.9999999999999996
164,96.80613208475923,高,0.9999999999999996
165,51.036154658324485,高,0.9999990492697086
166,1.4113455350153745,低,7.463835063613224e-05
167,49.651953417954914,中,0.9999981754956001
168,1.724495508175257,低,8.649685324257137e-05
169,49.58060033403361,中,0.9999981131491873
170,97.40820206728202,高,0.9999999999999998
171,0.6087577693871133,低,5.11484092862106e-05
172,51.753945265350794,高,0.9999993219534405
173,49.58880324819059,中,0.9999981204237057
174,2.007202110046276,低,9.881259405780947e-05
175,52.05189904713424,高,0.9999994107169383
176,50.80316810377862,高,0.999998939022437
177,94.80013488015965,高,0.9999999999999989
178,47.86847370842056,中,0.999995774387115
179,45.753777993114866,低,0.9999885614602567
180,49.20457499354906,中,0.9999977476301963
181,51.773753785281905,高,0.9999993282488664
182,1.8602891764825584,低,9.220818592341658e-05
183,46.063977441191724,低,0.9999901160336478
184,50.536561777399314,高,0.9999987970965935
185,1.7173989253286146,低,8.62083009490774e-05
186,97.55307785093498,高,0.9999999999999998
187,1.8423470632234455,低,9.143246088685891e-05
188,97.66392554765446,高,0.9999999999999998
189,1.9816838223332263,低,9.763240256367379e-05
190,45.239607639137375,低,0.9999854278360474
191,95.53934119871099,高,0.9999999999999993
192,47.879362300777906,中,0.9999957959985958
193,1.7022169764744663,低,8.559421980660228e-05
194,2.420006546417428,低,0.00012001270079318486
195,47.251204695841686,中,0.9999943489520798
196,45.75648983968212,低,0.9999885760581882
197,1.1288507946302224,低,6.534194507764627e-05
198,94.07952127980522,高,0.9999999999999984
199,47.251204695841686,中,0.9999943489520798
200,95.81013285306818,高,0.9999999999999993
201,50.847214261710455,高,0.9999989608023131
202,1.24282820978535,低,6.894462658777824e-05
203,94.9898663701333,高,0.9999999999999991
204,48.115528722103825,中,0.9999962384763024
205,1.3899998889546563,低,7.389190841730773e-05
206,1.9253324652408503,低,9.507590516563822e-05
207,46.47040081851104,中,0.9999918376934298
208,97.32553034849907,高,0.9999999999999998
209,49.18662128110233,中,0.9999977285066683
210,2.4750504599473055,低,0.00012316379691526335
211,94.44705785836807,高,0.9999999999999987
212,48.106264724762895,中,0.9999962220308399
213,0.6533456175765137,低,5.223366281512162e-05
214,51.104117804785304,高,0.9999990792155905
215,93.30086314298063,高,0.9999999999999978
216,95.5933653049237,高,0.9999999999999993
217,51.49834279953321,高,0.999999235225046
218,1.9253324652408503,低,9.507590516563822e-05
219,45.9934581043467,低,0.9999897822969723
220,45.36820369192227,低,0.9999862840851439
221,2.869690868351598,低,0.00014831376889169607
222,2.2076049157524777,低,0.00010859082949471294
223,48.634919164824,中,0.9999970546171533
224,51.62463118642708,高,0.9999992793805422
225,48.634919164824,中,0.9999970546171533
226,51.290924230373584,高,0.9999991567554588
227,93.68751882228052,高,0.9999999999999982
228,1.9245231086423875,低,9.503967884704673e-05
229,93.7513370362706,高,0.9999999999999982
230,44.67078538654213,低,0.9999809517981226
231,97.59431056623858,高,0.9999999999999998
232,48.27433850687071,中,0.9999965095199436
233,1.9253324652408503,低,9.507590516563822e-05
234,97.77193923930136,高,0.9999999999999998
235,50.98424138842647,高,0.9999990257413055
236,45.11936339067143,低,0.9999845789032115
237,1.1477430966035453,低,6.592581951487221e-05
238,50.89846673235754,高,0.9999989855833812
239,50.20469928291063,中,0.9999985936252641
240,97.58134748737825,高,0.9999999999999998
241,45.88297240041769,低,0.9999892366152033
242,49.52769438764962,中,0.9999980655499172
243,47.122328212676386,中,0.99999399537585
244,97.51833652831523,高,0.9999999999999998
245,2.2568017439147448,低,0.00011113566822998522
246,1.1477430966035453,低,6.592581951487221e-05
247,96.04212646966576,高,0.9999999999999993
248,45.962587139329884,低,0.9999896326742929
249,94.50226812978,高,0.9999999999999987
250,1.8043367461707747,低,8.981057707940769e-05
251,96.90405171038876,高,0.9999999999999996
252,44.816857635895396,低,0.9999822179930705
253,1.9253324652408503,低,9.507590516563822e-05
254,48.682424847034504,中,0.9999971197762713
255,98.03722408016328,高,0.9999999999999998
256,48.48301810525351,中,0.999996836211164
257,46.500791206891954,中,0.9999919536724936
258,45.49150997372849,低,0.9999870578238558
259,50.70267048552104,高,0.9999988876042882
260,49.613337148975596,中,0.9999981420139359
261,98.54570992584615,高,0.9999999999999998
262,93.9530440966653,高,0.9999999999999984
263,49.44132229702909,中,0.9999979852472423
264,48.662037399660406,中,0.9999970919911629
265,96.10518705264303,高,0.9999999999999993
266,47.502818981711776,中,0.9999949803813557
267,97.85594911652848,高,0.9999999999999998
268,50.225144042888225,中,0.9999986071003453
269,1.3693163315371344,低,7.317574047079948e-05
270,43.95830602218632,低,0.9999733582714501
271,44.09904090051544,低,0.9999750666320607
272,97.84632210179485,高,0.9999999999999998
273,48.96429049921828,中,0.9999974777912768
274,52.71484722644001,高,0.9999995687370836
275,49.5831971199539,中,0.9999981154551126
276,50.0079806295636,中,0.9999984571182763
277,95.0711909215704,高,0.9999999999999991
278,1.579326691695602,低,8.078184997581812e-05
279,50.70267048552104,高,0.9999988876042882
280,1.6773367498307725,低,8.459730465102293e-05
281,44.77854845971347,低,0.9999818942974334
282,98.69597161309393,高,0.9999999999999998
283,51.17555427233461,高,0.9999991096756689
284,49.42046121905943,中,0.9999979653574425
285,46.367848956389594,中,0.9999914338440524
286,49.38200924739819,中,0.9999979281798207
287,1.4579430404432987,低,7.629413222417658e-05
288,2.873644687880457,低,0.00014859012941266956
289,47.36997186550048,中,0.9999946563300839
290,51.26139937673269,高,0.9999991449494964
291,47.42053017977317,中,0.999994782051171
292,46.52998393632993,中,0.9999920635288231
293,97.25668972844397,高,0.9999999999999996
294,45.2512484659711,低,0.9999855074977589
295,47.54925855819803,中,0.9999950889625443
296,46.4533041912546,中,0.9999917717142291
297,94.48697874154708,高,0.9999999999999987
298,95.3275976840057,高,0.9999999999999991
299,46.918376307694516,中,0.9999933900754568
